figure,factor,curve_name,x_value,y_value,point_type,page_x_pdf_points,page_y_pdf_points,source_page,notes
Figure 16,KLh,Er_ksi=20,0.03602,5.184386,uniform_sample,311.50996,269.636063,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.038335,4.965731,uniform_sample,320.76848,271.395795,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.04,4.809873,spreadsheet_x,327.43,272.609593,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 16,KLh,Er_ksi=20,0.040649,4.748535,uniform_sample,329.938262,273.055278,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.042964,4.549761,uniform_sample,338.835049,274.585041,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.045279,4.359887,uniform_sample,347.809899,276.046308,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.047593,4.170697,uniform_sample,357.301997,277.502316,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.049908,3.993736,uniform_sample,366.79198,278.864207,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.05,3.986938,spreadsheet_x,367.17,278.916527,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 16,KLh,Er_ksi=20,0.052222,3.838528,uniform_sample,375.721949,280.058691,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.054537,3.694871,uniform_sample,384.628645,281.164269,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.056852,3.558565,uniform_sample,393.81684,282.213282,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.059166,3.433806,uniform_sample,403.0754,283.173428,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.06,3.392017,spreadsheet_x,406.41,283.495034,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 16,KLh,Er_ksi=20,0.061481,3.324568,uniform_sample,412.108811,284.014122,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.063796,3.229387,uniform_sample,421.015546,284.746639,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.06611,3.145703,uniform_sample,430.091,285.390669,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.068425,3.074936,uniform_sample,439.34956,285.935291,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.07,3.035643,spreadsheet_x,445.65,286.237695,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 16,KLh,Er_ksi=20,0.07074,3.020385,uniform_sample,448.495711,286.355114,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.073054,2.983156,uniform_sample,457.402408,286.641632,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.075369,2.963423,uniform_sample,466.318907,286.793498,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.077683,2.965446,uniform_sample,476.026234,286.777929,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=20,0.079998,3.002206,endpoint/control;uniform_sample,485.631989,286.495026,PDF page 29 / API page 23,point_type=endpoint/control;uniform_sample
Figure 16,KLh,Er_ksi=5,0.010559,14.612652,endpoint/control;uniform_sample,211.621002,194.741028,PDF page 29 / API page 23,point_type=endpoint/control;uniform_sample
Figure 16,KLh,Er_ksi=5,0.012874,14.921411,uniform_sample,220.527728,192.388713,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.015,14.961082,spreadsheet_x,228.71,192.071344,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 16,KLh,Er_ksi=5,0.015188,14.95607,uniform_sample,229.434424,192.111436,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.017503,14.774131,uniform_sample,238.97189,193.498289,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.019818,14.418631,uniform_sample,248.461914,196.234213,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.02,14.384148,spreadsheet_x,249.21,196.499593,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 16,KLh,Er_ksi=5,0.022132,13.949523,uniform_sample,257.41459,199.844472,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.024447,13.368667,uniform_sample,266.321325,204.314737,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.025,13.213695,spreadsheet_x,268.45,205.5074,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 16,KLh,Er_ksi=5,0.026761,12.662184,uniform_sample,275.407688,209.751831,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.027955,12.260112,endpoint/control,280.123988,212.992031,PDF page 29 / API page 23,point_type=endpoint/control
Figure 16,KLh,Er_ksi=5,0.029076,11.937001,uniform_sample,284.550516,215.675147,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.03,11.688348,spreadsheet_x,288.2,217.739955,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 16,KLh,Er_ksi=5,0.031391,11.35003,uniform_sample,293.548709,220.549349,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.033705,10.844421,uniform_sample,302.450776,224.747927,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.03602,10.391262,uniform_sample,311.50996,228.510963,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.038335,9.980784,uniform_sample,320.76848,231.919566,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.04,9.691049,spreadsheet_x,327.43,234.13769,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 16,KLh,Er_ksi=5,0.040649,9.588494,uniform_sample,329.935988,234.926951,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.042964,9.248281,uniform_sample,338.835049,237.545231,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.045279,8.939837,uniform_sample,347.796945,239.919013,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.047593,8.645626,uniform_sample,357.301997,242.183261,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.049908,8.382544,uniform_sample,366.79198,244.207942,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.05,8.372618,spreadsheet_x,367.17,244.284334,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 16,KLh,Er_ksi=5,0.052222,8.15995,uniform_sample,375.721949,245.921025,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.054537,7.960076,uniform_sample,384.628645,247.459254,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.056852,7.775464,uniform_sample,393.81684,248.88003,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.059166,7.609784,uniform_sample,403.0754,250.155101,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.06,7.554918,spreadsheet_x,406.41,250.577348,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 16,KLh,Er_ksi=5,0.061481,7.46677,uniform_sample,412.108811,251.25574,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.063796,7.342744,uniform_sample,421.015546,252.210242,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.06611,7.2446,uniform_sample,430.091,253.055459,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.068425,7.153327,uniform_sample,439.34956,253.79002,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.07,7.100218,spreadsheet_x,445.65,254.217442,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 16,KLh,Er_ksi=5,0.07074,7.078574,uniform_sample,448.495711,254.391637,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.073054,7.020419,uniform_sample,457.402408,254.859667,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.075369,6.976464,uniform_sample,466.419579,255.21342,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.077683,6.947441,uniform_sample,476.026234,255.446998,PDF page 29 / API page 23,point_type=uniform_sample
Figure 16,KLh,Er_ksi=5,0.079998,6.941721,endpoint/control;uniform_sample,485.631989,255.493027,PDF page 29 / API page 23,point_type=endpoint/control;uniform_sample
Figure 17,GLh,H_ft=10,2.321502,2.572538,endpoint/control;uniform_sample,182.869995,465.440002,PDF page 29 / API page 23,point_type=endpoint/control;uniform_sample
Figure 17,GLh,H_ft=10,2.460681,2.445734,endpoint/control,183.869995,474.752991,PDF page 29 / API page 23,point_type=endpoint/control
Figure 17,GLh,H_ft=10,2.753,2.075425,spreadsheet_x,185.970305,502.615024,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=10,3.408,1.788156,spreadsheet_x,190.67648,524.229134,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=10,3.644119,1.716752,uniform_sample,192.372995,529.601605,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,4.0,1.624652,spreadsheet_x,194.93,536.531159,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=10,4.932,1.431857,spreadsheet_x,201.86874,551.037115,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=10,4.966736,1.425772,uniform_sample,202.127347,551.494879,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,6.0,1.269881,spreadsheet_x,209.82,563.224166,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=10,6.289352,1.233062,uniform_sample,211.974227,565.994388,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,7.611969,1.091721,uniform_sample,221.821108,576.628942,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,8.0,1.057069,spreadsheet_x,224.71,579.236137,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=10,8.934585,0.986022,uniform_sample,231.424996,584.581691,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,10.0,0.918893,spreadsheet_x,239.08,589.632527,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=10,10.257202,0.904142,uniform_sample,240.996155,590.742323,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,11.579819,0.840116,uniform_sample,250.849648,595.559692,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,12.0,0.823827,spreadsheet_x,253.98,596.785279,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=10,12.802635,0.797608,endpoint/control,260.372986,598.757996,PDF page 29 / API page 23,point_type=endpoint/control
Figure 17,GLh,H_ft=10,12.902435,0.792921,uniform_sample,261.167896,599.110659,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,14.0,0.768601,spreadsheet_x,269.91,600.940456,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=10,14.225052,0.765033,uniform_sample,271.567419,601.20893,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,15.547668,0.746523,uniform_sample,281.029997,602.601619,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,16.0,0.740637,spreadsheet_x,284.28,603.044505,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=10,16.870285,0.729348,uniform_sample,290.759271,603.893867,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,18.192901,0.713009,uniform_sample,300.607093,605.123223,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,19.515518,0.69735,uniform_sample,310.46061,606.301373,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,20.838135,0.682524,uniform_sample,320.091997,607.416869,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,22.160751,0.668224,uniform_sample,329.617005,608.492855,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,23.483368,0.653713,uniform_sample,339.483673,609.584628,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,24.805984,0.63903,uniform_sample,349.648918,610.689377,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,26.128601,0.624423,uniform_sample,359.922018,611.78839,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,27.451218,0.611074,uniform_sample,369.436998,612.792768,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,28.0,0.605588,spreadsheet_x,373.38,613.205558,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=10,28.773834,0.597616,uniform_sample,379.141195,613.80536,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,30.096451,0.584091,uniform_sample,388.998313,614.823008,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,31.419067,0.570227,uniform_sample,399.203914,615.866153,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,32.741684,0.557028,uniform_sample,409.008999,616.859215,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,34.0643,0.544342,uniform_sample,418.511999,617.813744,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,35.386917,0.531267,uniform_sample,428.382532,618.797445,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,36.709534,0.517959,uniform_sample,438.509196,619.798791,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,38.03215,0.504446,uniform_sample,448.871897,620.815498,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,39.354767,0.492175,uniform_sample,458.354,621.738774,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,40.677383,0.47859,uniform_sample,468.473419,622.716338,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=10,42.0,0.464465,endpoint/control;spreadsheet_x;uniform_sample,479.283655,623.749726,PDF page 29 / API page 23,point_type=endpoint/control;spreadsheet_x;uniform_sample
Figure 17,GLh,H_ft=3_to_4,2.321502,2.582066,endpoint/control;uniform_sample,182.869995,464.753021,PDF page 29 / API page 23,point_type=endpoint/control;uniform_sample
Figure 17,GLh,H_ft=3_to_4,2.753,2.243292,spreadsheet_x,185.970305,489.984728,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=3_to_4,3.408,2.032642,spreadsheet_x,190.67648,505.834015,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=3_to_4,3.644119,1.974298,uniform_sample,192.372995,510.223845,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,4.0,1.895978,spreadsheet_x,194.93,516.116649,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=3_to_4,4.932,1.72087,spreadsheet_x,201.86874,529.291739,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=3_to_4,4.966736,1.715111,uniform_sample,202.127347,529.725056,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,6.0,1.561587,spreadsheet_x,209.82,541.27622,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=3_to_4,6.289352,1.52382,uniform_sample,211.974227,544.117785,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,7.417193,1.39572,endpoint/control,220.371002,553.756042,PDF page 29 / API page 23,point_type=endpoint/control
Figure 17,GLh,H_ft=3_to_4,7.611969,1.37671,uniform_sample,221.821108,555.186327,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,8.0,1.344142,spreadsheet_x,224.71,557.636752,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=3_to_4,8.934585,1.28552,uniform_sample,231.424996,562.04745,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,10.0,1.235659,spreadsheet_x,239.08,565.799002,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=3_to_4,10.257202,1.22507,uniform_sample,240.996155,566.595724,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,11.579819,1.179221,uniform_sample,250.849648,570.045437,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,12.0,1.167128,spreadsheet_x,253.98,570.955288,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=3_to_4,12.902435,1.143026,uniform_sample,261.167896,572.768755,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,14.0,1.119888,spreadsheet_x,269.91,574.509618,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=3_to_4,14.225052,1.116347,uniform_sample,271.526997,574.776051,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,14.690883,1.109955,endpoint/control,274.873993,575.257019,PDF page 29 / API page 23,point_type=endpoint/control
Figure 17,GLh,H_ft=3_to_4,15.547668,1.103923,uniform_sample,281.029997,575.710859,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,16.0,1.100515,spreadsheet_x,284.28,575.967241,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=3_to_4,16.870285,1.093318,uniform_sample,290.759271,576.508738,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,18.192901,1.081481,uniform_sample,300.60639,577.399402,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,19.515518,1.068719,uniform_sample,310.46061,578.359546,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,20.838135,1.055505,uniform_sample,320.091997,579.353819,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,22.160751,1.041781,uniform_sample,329.637813,580.386394,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,23.483368,1.027056,uniform_sample,339.483673,581.494303,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,24.805984,1.011316,uniform_sample,349.648918,582.678555,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,26.128601,0.994898,uniform_sample,359.932056,583.913901,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,27.451218,0.97932,uniform_sample,369.436998,585.085944,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,28.0,0.972752,spreadsheet_x,373.38,585.580141,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=3_to_4,28.773834,0.963052,uniform_sample,379.141195,586.309992,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,30.096451,0.946196,uniform_sample,388.988076,587.578249,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,31.419067,0.928363,uniform_sample,399.203914,588.919951,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,32.741684,0.910938,uniform_sample,409.008999,590.23105,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,34.0643,0.893775,uniform_sample,418.511999,591.522405,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,35.386917,0.875672,uniform_sample,428.382532,592.884405,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,36.709534,0.856818,uniform_sample,438.509196,594.302987,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,38.03215,0.837231,uniform_sample,448.871897,595.776732,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,39.354767,0.819045,uniform_sample,458.354,597.145029,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,40.677383,0.799342,uniform_sample,468.473419,598.627523,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=3_to_4,42.0,0.777945,endpoint/control;spreadsheet_x;uniform_sample,479.246614,600.237451,PDF page 29 / API page 23,point_type=endpoint/control;spreadsheet_x;uniform_sample
Figure 17,GLh,H_ft=6,2.347669,2.523994,endpoint/control;uniform_sample,183.057999,468.940002,PDF page 29 / API page 23,point_type=endpoint/control;uniform_sample
Figure 17,GLh,H_ft=6,2.356297,2.472315,endpoint/control,183.119995,472.752989,PDF page 29 / API page 23,point_type=endpoint/control
Figure 17,GLh,H_ft=6,2.753,2.1806,spreadsheet_x,185.970305,494.701624,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=6,3.408,1.934294,spreadsheet_x,190.67648,513.233748,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=6,3.669413,1.862271,uniform_sample,192.554732,518.652703,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,4.0,1.783035,spreadsheet_x,194.93,524.614428,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=6,4.932,1.600855,spreadsheet_x,201.86874,538.321677,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=6,4.991157,1.591089,uniform_sample,202.309166,539.05646,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,6.0,1.446723,spreadsheet_x,209.82,549.91855,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=6,6.312902,1.408934,uniform_sample,212.149553,552.761772,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,7.634646,1.275594,uniform_sample,221.98994,562.794307,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,8.0,1.244834,spreadsheet_x,224.71,565.10868,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=6,8.95639,1.176486,uniform_sample,231.581666,570.251222,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,10.0,1.114981,spreadsheet_x,239.08,574.878863,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=6,10.278135,1.100065,uniform_sample,241.152105,576.001137,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,11.599879,1.040166,uniform_sample,250.9991,580.507945,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,12.0,1.025331,spreadsheet_x,253.98,581.624101,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=6,12.75,0.999894,annex_control_x,259.95375,583.537971,PDF page 29 / API page 23,point_type=annex_control_x
Figure 17,GLh,H_ft=6,12.921624,0.994864,uniform_sample,261.320732,583.91647,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,14.0,0.970243,spreadsheet_x,269.91,585.768914,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=6,14.243368,0.966869,uniform_sample,271.658599,586.022789,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,14.551704,0.963756,endpoint/control,273.873993,586.257019,PDF page 29 / API page 23,point_type=endpoint/control
Figure 17,GLh,H_ft=6,15.565112,0.956461,uniform_sample,281.155332,586.80586,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,16.0,0.953188,spreadsheet_x,284.28,587.052105,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=6,16.886857,0.946013,uniform_sample,290.882649,587.591969,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,18.208601,0.934693,uniform_sample,300.724059,588.443712,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,19.530346,0.922666,uniform_sample,310.571074,589.348575,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,20.85209,0.910288,uniform_sample,320.192266,590.279936,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,22.173834,0.897443,uniform_sample,329.733642,591.246395,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,23.495579,0.883637,uniform_sample,339.574583,592.285168,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,24.817323,0.868817,uniform_sample,349.737813,593.400208,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,26.139067,0.853299,uniform_sample,360.00475,594.567756,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,27.460812,0.838476,uniform_sample,369.505933,595.683088,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,28.0,0.832307,spreadsheet_x,373.38,596.147236,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=6,28.782556,0.822901,uniform_sample,379.206131,596.854964,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,30.104301,0.806663,uniform_sample,389.046518,598.076668,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,31.426045,0.789365,uniform_sample,399.257676,599.378196,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,32.747789,0.772353,uniform_sample,409.052866,600.658128,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,34.069534,0.75547,uniform_sample,418.554636,601.928406,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,35.391278,0.737556,uniform_sample,428.415022,603.276287,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,36.713022,0.718752,uniform_sample,438.536531,604.691097,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,38.034767,0.69907,uniform_sample,448.892398,606.171985,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,39.356511,0.680654,uniform_sample,458.366533,607.557564,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=6,40.678256,0.660525,uniform_sample,468.480479,609.07213,PDF page 29 / API page 23,point_type=uniform_sample
